HospitalID,categoryGER,categoryAUT,Department,beds,doctorsgeneral,doctorsspecial,nurses,numberofstays,averagestayduration,address
213,NaN,,"All",66,NaN,NaN,NaN,NaN,NaN,"Laas 39, 9640 Kötschach-Mauthen"
213,340,AG/R,"Akutgeriatrie/Remobilisation (Interne)",19,NaN,NaN,NaN,NaN,NaN,"Laas 39, 9640 Kötschach-Mauthen"
213,339,IN IM,"Intensivbetreuung (Interne)",2,1,1,7,209,3,"Laas 39, 9640 Kötschach-Mauthen"
213,339,IM,"Interne Medizinische Abteilung",44,13,7,48,3291,8,"Laas 39, 9640 Kötschach-Mauthen"
321,NaN,,"All",130,NaN,NaN,NaN,NaN,NaN,"Kreutzergasse 12-14, 3400 Klosterneuburg"
321,169,CH,"Chirurgie",39,13,6,35,2197,2.9,"Kreutzergasse 12-14, 3400 Klosterneuburg"
321,199,GGH,"Frauenheilkunde und Geburtshilfe",21,7,7,15,1300,2.9,"Kreutzergasse 12-14, 3400 Klosterneuburg"
321,339,IM,"Innere Medizin",52,NaN,NaN,NaN,2341,6.7,"Kreutzergasse 12-14, 3400 Klosterneuburg"
321,930,IN GEM,"Intensiv (interdisziplinär)",4,8,8,12,657,0.9,"Kreutzergasse 12-14, 3400 Klosterneuburg"
321,340,AG/R,"Remobilisation und Nachsorge",13,2,2,NaN,191,20.3,"Kreutzergasse 12-14, 3400 Klosterneuburg"
333,NaN,,"All",430,NaN,NaN,NaN,NaN,NaN,"Hausmeninger Straße 221, 3362 Mauer-Öhling"
333,829,PSY,"Erwachsenenpsychiatrie",100,14,6,75,1880,15,"Hausmeninger Straße 221, 3362 Mauer-Öhling"
333,829,PSY,"Forensische Psychiatrie",71,5,4,49,143,169,"Hausmeninger Straße 221, 3362 Mauer-Öhling"
333,390,KJP,"Kinder- und Jugendpsychiatrie und Psychotherapie",21,5,2,22,251,22,"Hausmeninger Straße 221, 3362 Mauer-Öhling"
333,570,NEU,"Neurologie",97,8,8,53,1837,15,"Hausmeninger Straße 221, 3362 Mauer-Öhling"
333,821,PSY,"Station für Alkoholabhängigkeit",29,3,3,10,237,39,"Hausmeninger Straße 221, 3362 Mauer-Öhling"
333,821,PSY,"Station für Drogenabhängigkeit",32,5,3,20,508,19,"Hausmeninger Straße 221, 3362 Mauer-Öhling"
333,829,PSY,"Stationäre Psychotherapie",79,6,5,28,626,40,"Hausmeninger Straße 221, 3362 Mauer-Öhling"
318,NaN,,"All",370,NaN,NaN,NaN,NaN,NaN,"Friedrich-Hillegeist-Straße 2, 2840 Grimmenstein"
318,829,PSY,"Abt.für Psychiatrie und Psychotherapeutische Medizin",50,17,10,43,963,13.23,"Friedrich-Hillegeist-Straße 2, 2840 Grimmenstein"
318,930,IN,"Anästhesie und Intensivmedizin",13,22,16,31,133,5.47,"Friedrich-Hillegeist-Straße 2, 2840 Grimmenstein"
318,169,CH,"Chirurgie Neunkirchen",51,17,8,23,2042,4.8,"Friedrich-Hillegeist-Straße 2, 2840 Grimmenstein"
318,199,GGH,"Frauenheilkunde und Geburtshilfe",30,15,6,14,1801,2.58,"Friedrich-Hillegeist-Straße 2, 2840 Grimmenstein"
318,339,IM,"Innere Medizin",103,19,8,30,3011,9.29,"Friedrich-Hillegeist-Straße 2, 2840 Grimmenstein"
318,699,OR,"Orthopädie, Orthopädische Chirurgie und Unfallchirurgie",90,29,19,36,3613,6.84,"Friedrich-Hillegeist-Straße 2, 2840 Grimmenstein"
318,829,TK PSY,"Tagesklinik der Abteilung für Psychiatrie und psychotherapeutische Medizin",33,17,11,4,305,15.47,"Friedrich-Hillegeist-Straße 2, 2840 Grimmenstein"
408,NaN,,"All",165,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 1, 4240 Freistadt, Oberösterreich"
408,930,AN,"Anästhesie und Intensivmedizin",5,8,7,13,87,3.54,"Krankenhausstraße 1, 4240 Freistadt, Oberösterreich"
408,169,CH,"Chirurgische Abteilung",27,8,6,18,1673,3.89,"Krankenhausstraße 1, 4240 Freistadt, Oberösterreich"
408,196,GGH,"Geburtshilfe",11,10,8,5,668,3.92,"Krankenhausstraße 1, 4240 Freistadt, Oberösterreich"
408,193,GGH,"Gynäkologie",12,10,8,7,716,2.01,"Krankenhausstraße 1, 4240 Freistadt, Oberösterreich"
408,339,IM,"Innere Medizin",69,14,7,47,4127,4.88,"Krankenhausstraße 1, 4240 Freistadt, Oberösterreich"
408,829,TK PSY,"Psychiatrische Tagesklinik",9,3,2,3,214,13.62,"Krankenhausstraße 1, 4240 Freistadt, Oberösterreich"
408,166,UC,"Unfallchirurgie",31,10,7,19,1919,4.96,"Krankenhausstraße 1, 4240 Freistadt, Oberösterreich"
428,NaN,,"All",154,NaN,NaN,NaN,NaN,NaN,"Alfred-Kubin-Straße 2, 4780 Schärding"
428,930,AN,"Anästhesie und Intensivmedizin",5,13,10,16,437,4.7,"Alfred-Kubin-Straße 2, 4780 Schärding"
428,169,CH,"Chirurgie",28,9,8,19,2519,4,"Alfred-Kubin-Straße 2, 4780 Schärding"
428,166,UC,"Department für Unfallchirurgie",13,10,7,19,NaN,NaN,"Alfred-Kubin-Straße 2, 4780 Schärding"
428,199,GGH,"Gynäkologie, Geburtshilfe und Frauenheilkunde",24,8,7,13,1230,3.2,"Alfred-Kubin-Straße 2, 4780 Schärding"
428,339,IM,"Interne Abteilung (Dialyse, Interne Ambulanzen, Zentralaufnahme)",70,18,10,34,3926,5.8,"Alfred-Kubin-Straße 2, 4780 Schärding"
428,829,TK PSY,"Tagesklinik für Psychische Gesundheit",13,3,3,4,122,42,"Alfred-Kubin-Straße 2, 4780 Schärding"
546,NaN,,"All",76,NaN,NaN,NaN,NaN,NaN,"Salzburgerstraße 520, 5084 Großgmain"
555,NaN,,"All",57,NaN,NaN,NaN,NaN,NaN,"Karl-Rödhammer-Weg 91, 5424 Vigaun"
550,NaN,,"All",7,NaN,NaN,NaN,NaN,NaN,"Michael-Walchhofer-Straße 13, 5541 Altenmarkt im Pongau"
533,NaN,,"All",170,NaN,NaN,NaN,NaN,NaN,"St. Veiter-Straße 46, 5621 St. Veit im Pongau"
533,699,OR,"Abteilung für Orthopädie",22,1,NaN,16,500,13.5,"St. Veiter-Straße 46, 5621 St. Veit im Pongau"
533,339,IM,"Innere Medizin – allgemein",64,13,3,NaN,1950,11,"St. Veiter-Straße 46, 5621 St. Veit im Pongau"
533,829,PSY,"Psychiatrische Rehabilitation",46,4,4,7,430,43,"St. Veiter-Straße 46, 5621 St. Veit im Pongau"
533,829,PSY,"Psychiatrische Sonderpflege (PSP)",37,2,1,18,40,NaN,"St. Veiter-Straße 46, 5621 St. Veit im Pongau"
551,NaN,,"All",25,NaN,NaN,NaN,NaN,NaN,"Markt 25, 5441 Abtenau"
549,NaN,,"All",19,NaN,NaN,NaN,NaN,NaN,"Sinnhubstraße 2, 5020 Salzburg"
544,NaN,,"All",38,NaN,NaN,NaN,NaN,NaN,"Schmalenbergham 4, 5760 Saalfelden am Steinernen Meer"
526,NaN,,"All",80,NaN,NaN,NaN,NaN,NaN,"Guggenbichlerstraße 20, 5020 Salzburg"
519,NaN,,"All",12,NaN,NaN,NaN,NaN,NaN,"Dorf 4, 5412 Puch bei Hallein"
610,NaN,,"All",100,NaN,NaN,NaN,NaN,NaN,"Sommersbergseestraße 395, 8990 Bad Aussee"
659,NaN,,"All",63,NaN,NaN,NaN,NaN,NaN,"Körblergasse 42, 8010 Graz"
674,NaN,,"All",144,NaN,NaN,NaN,NaN,NaN,"Berthold-Linder-Weg 15, 8047 Graz-Ragnitz"
667,NaN,,"All",45,NaN,NaN,NaN,NaN,NaN,"Gritzenweg 16, 8052 Graz-Wetzelsdorf"
623,NaN,,"All",44,NaN,NaN,NaN,NaN,NaN,"Hugo-Wolf-Gasse 2-4, 8010 Graz"
720,NaN,,"All",254,NaN,NaN,NaN,NaN,NaN,"Swarovskistraße 1, 6130 Schwaz"
720,340,AG/R,"Akutgeriatrie/Remobilisation (Interne)",25,4,4,16,868,10.17,"Swarovskistraße 1, 6130 Schwaz"
720,169,CH,"Allgemeine Chirurgie",59,12,7,44,3663,5,"Swarovskistraße 1, 6130 Schwaz"
720,199,GGH,"Gynäkologie und Geburtshilfe",32,8,7,23,1770,5,"Swarovskistraße 1, 6130 Schwaz"
720,220,HNO,"Hals-, Nasen-, Ohrenkrankheiten",18,5,4,15,3694,4,"Swarovskistraße 1, 6130 Schwaz"
720,339,IM,"Innere Medizin",54,16,8,59,3641,6,"Swarovskistraße 1, 6130 Schwaz"
720,930,IN IM,"Station für interdisziplinäre Intensivmedizin",6,8,7,12,290,4,"Swarovskistraße 1, 6130 Schwaz"
720,166,UC,"Unfallchirurgie / Sporttraumatologie",58,13,7,46,3859,4,"Swarovskistraße 1, 6130 Schwaz"
732,NaN,,"All",29,NaN,NaN,NaN,NaN,NaN,"Fritz-Atzl-Straße 8, 6300 Wörgl"
707,NaN,,"All",364,NaN,NaN,NaN,NaN,NaN,"Anna-Dengel-Haus, 6170 Zirl"
707,339,IM,"Abteilung für Innere Medizin HZ",152,28,13,91,2169,18.7,"Anna-Dengel-Haus, 6170 Zirl"
707,332,PUL,"Abteilung für Pneumologie",122,17,7,58,5020,4.7,"Anna-Dengel-Haus, 6170 Zirl"
707,570,NEU,"Akut-Nachbehandlung von neurologischen Patienten",90,10,5,59,774,30.6,"Anna-Dengel-Haus, 6170 Zirl"
709,NaN,,"All",126,NaN,NaN,NaN,NaN,NaN,"Lärchenstraße 41, 6063 Rum"
708,NaN,,"All",150,NaN,NaN,NaN,NaN,NaN,"Sennstraße 1, 6020 Innsbruck"
804,NaN,,"All",50,NaN,NaN,NaN,NaN,NaN,"Mehrerauerstraße 72, 6900 Bregenz"
802,NaN,,"All",145,NaN,NaN,NaN,NaN,NaN,"Spitalgasse 13, 6700 Bludenz"
802,169,CH,"Chirurgie - allgemein",34,9,6,25,NaN,NaN,"Spitalgasse 13, 6700 Bludenz"
802,699,OR,"Departement für interdisziplinäre Orthopädie und Traumatologie",21,10,7,17,NaN,NaN,"Spitalgasse 13, 6700 Bludenz"
802,199,GGH,"Frauenheilkunde und Geburtshilfe - allgemein",17,8,6,NaN,NaN,NaN,"Spitalgasse 13, 6700 Bludenz"
802,339,IM,"Innere Medizin - allgemein",66,20,9,62,NaN,NaN,"Spitalgasse 13, 6700 Bludenz"
802,930,AN,"Intensivbetreuung (interdisziplinär)",6,8,8,10,NaN,NaN,"Spitalgasse 13, 6700 Bludenz"
824,NaN,,"All",387,NaN,NaN,NaN,NaN,NaN,"Valdunastraße 16, 6830 Rankweil"
824,829,PSY,"Erwachsenenpsychiatrie",161,26,11,50,2871.5,16.45,"Valdunastraße 16, 6830 Rankweil"
824,829,IN PSY,"Erwachsenenpsychiatrie, Intensivüberwachung",4,2,1,15,63,5.41,"Valdunastraße 16, 6830 Rankweil"
824,829,PSY,"Gerontopsychiatrie",69,9,3,22,842,23,"Valdunastraße 16, 6830 Rankweil"
824,390,KJP,"Kinder- u. Jugendpsychiatrie",39,7,4,25,301.5,NaN,"Valdunastraße 16, 6830 Rankweil"
824,570,NEU,"Neurologie Akut",60,17,8,39,2114.5,8.12,"Valdunastraße 16, 6830 Rankweil"
824,570,NEU,"Neurologie Akut Nachbehandlung",38,4,1,15,683,10.37,"Valdunastraße 16, 6830 Rankweil"
824,570,NEU,"Wachkomastation",15,1,1,11,4,329.82,"Valdunastraße 16, 6830 Rankweil"
853,NaN,,"All",8,NaN,NaN,NaN,NaN,NaN,"Montafonerstraße 29, 6780 Schruns"
918,NaN,,"All",70,NaN,NaN,NaN,NaN,NaN,"Landstraßer Hauptstraße 4a, 1030 Wien"
918,339,IM,"Interne",45,17,7,68,4057,3.21,"Landstraßer Hauptstraße 4a, 1030 Wien"
918,930,PAL,"Palliativmedizinische Einrichtung",24,1,1,12,503,6.99,"Landstraßer Hauptstraße 4a, 1030 Wien"
911,NaN,,"All",94,NaN,NaN,NaN,NaN,NaN,"Lazarettgasse 16-18, 1090 Wien"
914,NaN,,"All",169,NaN,NaN,NaN,NaN,NaN,"Baumgasse 20a, 1030 Wien"
914,930,AN,"Abteilung für Anästhesie, perioperative Intensivmedizin und Schmerztherapie",4,23,21,NaN,462,2.7,"Baumgasse 20a, 1030 Wien"
914,340,AG/R,"Akutgeriatrie/Remobilisation (Interne)",25,4,3,NaN,536,19.9,"Baumgasse 20a, 1030 Wien"
914,169,CH,"Chirurgische Abteilung - seit 1.1.2017 im Krankenhaus Barmherzige Schwestern Wien",27,16,9,NaN,1967,2.3,"Baumgasse 20a, 1030 Wien"
914,699,OR,"I. Orthopädische Abteilung",35,34,20,NaN,4735,2.7,"Baumgasse 20a, 1030 Wien"
914,699,OR,"II. Orthopädische Abteilung - NEU seit 1.1.2017 (die Abteilung übersiedelte aus dem Krankenhaus Barmherzige Schwestern Wien)",33,18,12,NaN,3398,3.1,"Baumgasse 20a, 1030 Wien"
914,339,IM,"Interne Abteilung",44,21,14,NaN,6464,2.7,"Baumgasse 20a, 1030 Wien"
905,NaN,,"All",96,NaN,NaN,NaN,NaN,NaN,"Skodagasse 32, 1080 Wien"
963,NaN,,"All",160,NaN,NaN,NaN,NaN,NaN,"Heiligenstädter Straße 57-63, 1190 Wien"
949,NaN,,"All",155,NaN,NaN,NaN,NaN,NaN,"Billrothstraße 78, 1190 Wien"
913,NaN,,"All",102,NaN,NaN,NaN,NaN,NaN,"Löblichgasse 14, 1090 Wien"
951,NaN,,"All",137,NaN,NaN,NaN,NaN,NaN,"Kollburggasse 6-10, 1160 Wien"
909,NaN,,"All",202,NaN,NaN,NaN,NaN,NaN,"Hinaysgasse 1, 1210 Wien"
909,930,AN,"Abteilung für Anästhesie und Intensivmedizin",5,13,11,25,216,6.8,"Hinaysgasse 1, 1210 Wien"
909,340,AG/R,"Akutgeriatrie/Remobilisation (Interne)",20,NaN,NaN,NaN,250,30,"Hinaysgasse 1, 1210 Wien"
909,169,CH,"Chirurgische Abteilung",60,29,13,42,4080,5,"Hinaysgasse 1, 1210 Wien"
909,339,IN IM,"Intensivbetreuung (Interne)",5,NaN,NaN,NaN,300,6,"Hinaysgasse 1, 1210 Wien"
909,339,IM,"Medizinische Abteilung",111,28,11,103,4367,9,"Hinaysgasse 1, 1210 Wien"
954,NaN,,"All",145,NaN,NaN,NaN,NaN,NaN,"Pelikangasse 15, 1090 Wien"
106,NaN,,"All",147,NaN,NaN,NaN,NaN,NaN,"Spitalstraße 32, 7350 Oberpullendorf"
106,199,GGH,"Abteilung für Gynäkologie und Geburtshilfe",24,14,9,20,1187,4.48,"Spitalstraße 32, 7350 Oberpullendorf"
106,169,CH,"Chirurgische Abteilung",38,14,6,34,4274,4,"Spitalstraße 32, 7350 Oberpullendorf"
106,323,IN CCU,"Herzüberwachung",6,15,10,NaN,NaN,NaN,"Spitalstraße 32, 7350 Oberpullendorf"
106,930,AN,"Institut für Anästhesiologie und Intensivmedizin",6,10,5,16,418,4,"Spitalstraße 32, 7350 Oberpullendorf"
106,339,IM,"Interne Abteilung",54,15,10,55,5947,5.2,"Spitalstraße 32, 7350 Oberpullendorf"
106,120,TK AU,"Tagesklinik (Augenheilkunde)",19,NaN,NaN,NaN,NaN,NaN,"Spitalstraße 32, 7350 Oberpullendorf"
214,NaN,,"All",191,NaN,NaN,NaN,NaN,NaN,"Spitalgasse 26, 9300 St. Veit an der Glan"
214,930,AN,"Anästhesiologie und Intensivmedizin",8,18,12,30,696,2.9,"Spitalgasse 26, 9300 St. Veit an der Glan"
214,169,CH,"Chirurgie",61,20,11,43,3350,3.8,"Spitalgasse 26, 9300 St. Veit an der Glan"
214,199,GGH,"Gynäkologie/Geburtshilfe",25,14,8,18,1800,2.6,"Spitalgasse 26, 9300 St. Veit an der Glan"
214,339,IM,"Innere Medizin",91,26,17,47,6900,3.5,"Spitalgasse 26, 9300 St. Veit an der Glan"
214,870,STR/RAD,"Institut für Radiologie",0,3,2,0,NaN,NaN,"Spitalgasse 26, 9300 St. Veit an der Glan"
214,930,PAL,"Palliativstation",6,3,3,11,200,5.5,"Spitalgasse 26, 9300 St. Veit an der Glan"
675,NaN,,"All",196,NaN,NaN,NaN,NaN,NaN,"Stolzalpe 38, 8852 Stolzalpe"
675,930,AN,"Abteilung für Anästhesiologie und Intensivmedizin",4,10,9,19,NaN,NaN,"Stolzalpe 38, 8852 Stolzalpe"
675,930,IM,"Internistische Ambulanz inkl. Spezialambulanzen (dislozierte Amb. der Abteilung f. Innere Med. Knittelfeld)",0,4,4,8,NaN,NaN,"Stolzalpe 38, 8852 Stolzalpe"
675,699,OR,"Orthopädie und orthopädische Chirurgie - allgemein",192,33,19,88,5048,8.28,"Stolzalpe 38, 8852 Stolzalpe"
803,NaN,,"All",275,NaN,NaN,NaN,NaN,NaN,"Carl-Pedenz-Straße 2, 6900 Bregenz"
803,199,GGH,"Abteilung für Frauenheilkunde und Geburtshilfe",30,14,8,30,2500,3.1,"Carl-Pedenz-Straße 2, 6900 Bregenz"
803,339,IM,"Abteilung für Innere Medizin",89,25,12,71,6850,3.81,"Carl-Pedenz-Straße 2, 6900 Bregenz"
803,369,KI,"Abteilung für Kinder- und Jugendheilkunde",30,11,NaN,25,2314,2.07,"Carl-Pedenz-Straße 2, 6900 Bregenz"
803,166,UC,"Abteilung für Unfallchirurgie + Sporttraumatologie",36,14,7,25,2071,5.5,"Carl-Pedenz-Straße 2, 6900 Bregenz"
803,900,URO,"Abteilung für Urologie",20,9,NaN,13,2000,2.9,"Carl-Pedenz-Straße 2, 6900 Bregenz"
803,169,CH,"Chirurgische Abteilung",45,19,12,32,2979,4.1,"Carl-Pedenz-Straße 2, 6900 Bregenz"
803,930,IN GEM,"Interdisziplinäre Intensivstation",8,8,8,24,678,4.38,"Carl-Pedenz-Straße 2, 6900 Bregenz"
803,930,GEM,"Interdisziplinärer Bereich - allgemein",17,NaN,NaN,NaN,NaN,NaN,"Carl-Pedenz-Straße 2, 6900 Bregenz"
816,NaN,,"All",149,NaN,NaN,NaN,NaN,NaN,"Bahnhofstraße 31, 6845 Hohenems"
816,930,AN,"Anästhesie",1,NaN,NaN,NaN,NaN,NaN,"Bahnhofstraße 31, 6845 Hohenems"
816,339,IM,"Innere Medizin und Intensivmedizin",58,NaN,NaN,NaN,NaN,NaN,"Bahnhofstraße 31, 6845 Hohenems"
816,699,OR,"Konservative Orthopädie",14,NaN,NaN,NaN,NaN,NaN,"Bahnhofstraße 31, 6845 Hohenems"
816,930,TK CH,"Operative Tagesklinik",8,NaN,NaN,NaN,NaN,NaN,"Bahnhofstraße 31, 6845 Hohenems"
816,930,PAL,"Palliativ medizinische Einrichtung",16,NaN,NaN,NaN,NaN,NaN,"Bahnhofstraße 31, 6845 Hohenems"
816,830,PSO,"Psychosomatik",14,NaN,NaN,NaN,NaN,NaN,"Bahnhofstraße 31, 6845 Hohenems"
816,332,PUL,"Pulmologie",38,NaN,NaN,NaN,NaN,NaN,"Bahnhofstraße 31, 6845 Hohenems"
955,NaN,,"All",288,NaN,NaN,NaN,NaN,NaN,"Dornbacher Straße 20-28, 1170 Wien"
955,340,AG/R,"Akutgeriatrie/Remobilisation",46,NaN,NaN,NaN,1055,15.9,"Dornbacher Straße 20-28, 1170 Wien"
955,169,CH,"Chirurgische Abteilung",61,NaN,NaN,NaN,5375,2.9,"Dornbacher Straße 20-28, 1170 Wien"
955,196,GGH,"Geburtshilfe",23,NaN,NaN,NaN,2108,3,"Dornbacher Straße 20-28, 1170 Wien"
955,193,GGH,"Gynäkologie",10,NaN,NaN,NaN,1586,1.2,"Dornbacher Straße 20-28, 1170 Wien"
955,339,IM,"I. Interne Abteilung",33,NaN,NaN,NaN,1648,7.2,"Dornbacher Straße 20-28, 1170 Wien"
955,339,IM,"II. Interne Abteilung",40,NaN,NaN,NaN,1664,8,"Dornbacher Straße 20-28, 1170 Wien"
955,930,AN,"Intensivstation",6,NaN,NaN,NaN,675,5,"Dornbacher Straße 20-28, 1170 Wien"
955,570,NEU,"Neurologie",37,NaN,NaN,NaN,1182,3.6,"Dornbacher Straße 20-28, 1170 Wien"
955,930,PAL,"Palliativstation St. Raphael",10,NaN,NaN,NaN,230,14.8,"Dornbacher Straße 20-28, 1170 Wien"
955,570,SU,"Stroke Unit",4,NaN,NaN,NaN,412,3.3,"Dornbacher Straße 20-28, 1170 Wien"
955,900,URO,"Urologische Abteilung",18,NaN,NaN,NaN,NaN,NaN,"Dornbacher Straße 20-28, 1170 Wien"
102,NaN,,"All",420,NaN,NaN,NaN,NaN,NaN,"Esterhazystraße 26, 7000 Eisenstadt"
102,169,CH,"Chirurgie - allgemein",46,16,6,35,2248,5.32,"Esterhazystraße 26, 7000 Eisenstadt"
102,199,GGH,"Frauenheilkunde und Geburtshilfe",28,12,4,24,2287,3.05,"Esterhazystraße 26, 7000 Eisenstadt"
102,220,HNO,"Hals-, Nasen- und Ohrenheilkunde - allgemein",21,10,5,20,1607,3.05,"Esterhazystraße 26, 7000 Eisenstadt"
102,323,IM,"Innere Medizin I (Kardiologie und Nephrologie)",98,19,8,48,10017,2,"Esterhazystraße 26, 7000 Eisenstadt"
102,316,IM,"Innere Medizin II (Gastroenterologie und Onkologie)",55,NaN,NaN,NaN,NaN,NaN,"Esterhazystraße 26, 7000 Eisenstadt"
102,930,IN AN,"Intensivbetreuung (Anästhesiologie)",8,23,16,43,354,7.34,"Esterhazystraße 26, 7000 Eisenstadt"
102,369,KI,"Kinder- und Jugendheilkunde - allgemein",25,12,4,20,2118,1.66,"Esterhazystraße 26, 7000 Eisenstadt"
102,366,KI,"Neonatologie - allgemein",6,2,2,9,344,4.91,"Esterhazystraße 26, 7000 Eisenstadt"
102,699,OR,"Orthopädie und orthopädische Chirurgie - allgemein",27,7,6,19,1022,5.05,"Esterhazystraße 26, 7000 Eisenstadt"
102,930,PAL,"Palliativmedizinische Einrichtung",5,NaN,NaN,NaN,NaN,NaN,"Esterhazystraße 26, 7000 Eisenstadt"
102,829,PSY,"Psychiatrie - allgemein",43,15,5,40,NaN,NaN,"Esterhazystraße 26, 7000 Eisenstadt"
102,930,TK GEM,"Tagesklinik (Interdisziplinärer Bereich)",13,NaN,NaN,NaN,NaN,NaN,"Esterhazystraße 26, 7000 Eisenstadt"
102,166,UC,"Unfallchirurgie - allgemein",38,10,2,21,2548,4.2,"Esterhazystraße 26, 7000 Eisenstadt"
102,339,IM,"Innere Medizin I - allgemein",3,NaN,NaN,NaN,NaN,NaN,"Esterhazystraße 26, 7000 Eisenstadt"
102,570,NEU,"Akut-Nachbehandlung von neurologischen Patienten",2,NaN,NaN,NaN,NaN,NaN,"Esterhazystraße 26, 7000 Eisenstadt"
107,NaN,,"All",349,NaN,NaN,NaN,NaN,NaN,"Dornburggasse 80, 7400 Oberwart"
107,369,KI,"Abteilung für Kinder- und Jugendheilkunde",32,12,5,22,1845,3,"Dornburggasse 80, 7400 Oberwart"
107,169,CH,"Chirurgie",59,5,4,25,2565,6,"Dornburggasse 80, 7400 Oberwart"
107,199,GGH,"Gynäkologie und Geburtshilfe",34,6,3,18,1378,5,"Dornburggasse 80, 7400 Oberwart"
107,323,IN CCU,"Herzüberwachung",5,NaN,NaN,NaN,NaN,NaN,"Dornburggasse 80, 7400 Oberwart"
107,930,AN,"Institut für Anästhesiologie und Intensivmedizin",7,4,13,28,286,6.8,"Dornburggasse 80, 7400 Oberwart"
107,339,IM,"Interne Abteilung",105,15,9,58,6800,5.4,"Dornburggasse 80, 7400 Oberwart"
107,570,NEU,"Neurologie",33,11,5,28,1593,6,"Dornburggasse 80, 7400 Oberwart"
107,319,IM,"Onkologie (Interne)",13,NaN,NaN,NaN,NaN,NaN,"Dornburggasse 80, 7400 Oberwart"
107,930,PAL,"Palliativ medizinische Einrichtung",7,NaN,NaN,NaN,NaN,NaN,"Dornburggasse 80, 7400 Oberwart"
107,166,UC,"Unfallabteilung",46,15,8,45,2600,5.7,"Dornburggasse 80, 7400 Oberwart"
107,900,URO,"Urologie",0,NaN,NaN,NaN,1671,5,"Dornburggasse 80, 7400 Oberwart"
303,NaN,,"All",353,NaN,NaN,NaN,22500,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,570,AG/R,"Akut-Nachbehandlung von neurologischen Patienten",34,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,930,AN,"Anästhesiologie und Intensivmedizin",13,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,169,CH,"Chirurgie - allgemein",36,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,193,GGH,"Frauenheilkunde (Gynäkologie) - allgemein",11,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,196,GGH,"Geburtshilfe - allgemein",13,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,339,IM,"Innere Medizin – allgemein",47,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,369,KI,"Kinderheilkunde - allgemein",12,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,366,KI,"Neonatologie, Risikokinderbetreuung",2,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,570,NEU,"Neurologie - allgemein",35,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,699,OR,"Orthopädie und Orthopädische Chirurgie",34,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,570,SU,"Stroke Unit",34,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
303,166,UC,"Unfallchirurgie - allgemein",81,NaN,NaN,NaN,NaN,NaN,"Krankenhausstraße 21, 3300 Amstetten, Niederösterreich"
305,NaN,,"All",728,NaN,NaN,NaN,33000,NaN,""
305,930,AN,"ABTEILUNG FÜR ANÄSTHESIE UND INTENSIVMEDIZIN BADEN",14,NaN,NaN,NaN,NaN,NaN,"Wimmergasse 19, 2500 Baden"
305,930,AN,"ABTEILUNG FÜR ANÄSTHESIE UND INTENSIVMEDIZIN MÖDLING",14,NaN,NaN,NaN,400,NaN,"Sr. M. Restituta-Gasse 12, 2340 Mödling"
305,169,CH,"ALLGEMEIN-CHIRURGIE BADEN",38,NaN,NaN,NaN,2700,NaN,"Wimmergasse 19, 2500 Baden"
305,169,CH,"ALLGEMEIN-CHIRURGIE MÖDLING",38,NaN,NaN,NaN,2700,NaN,"Sr. M. Restituta-Gasse 12, 2340 Mödling"
305,199,GGH,"GYNÄKOLOGIE/GEBURTSHILFE MÖDLING",68,NaN,NaN,NaN,2000,NaN,"Sr. M. Restituta-Gasse 12, 2340 Mödling"
305,339,IM,"INNERE MEDIZIN BADEN",50,NaN,NaN,NaN,NaN,NaN,"Wimmergasse 19, 2500 Baden"
305,339,IM,"INNERE MEDIZIN MÖDLING",50,NaN,NaN,NaN,NaN,NaN,"Sr. M. Restituta-Gasse 12, 2340 Mödling"
305,570,NEU,"Neurologie - allgemein",53,NaN,NaN,NaN,NaN,NaN,"Sr. M. Restituta-Gasse 12, 2340 Mödling"
305,699,OR,"ORTHOPÄDIE UND TRAUMATOLOGIE",72,NaN,NaN,NaN,NaN,NaN,"Sr. M. Restituta-Gasse 12, 2340 Mödling"
305,829,PSY,"PSYCHIATRIE BADEN",79,NaN,NaN,NaN,NaN,NaN,"Wimmergasse 19, 2500 Baden"
